verdict	role	callee	param	default	passed	file	line
TACIT	prod	reopenUnit	returningToFinal	true	—	wrap.swift	5
TACIT	prod	reopenUnit	returningToFinal	true	—	wrap.swift	6
TACIT	prod	reopenUnit	returningToFinal	true	—	wrap.swift	11
SHADOW	prod	reopenUnit	returningToFinal	true	true	wrap.swift	12
